freq,product,product label,PRODQNT - EU27_2020 - 2019 - amount,PRODQNT - EU27_2020 - 2019 - unit,EXPQNT - EU27_2020 - 2019 - amount,EXPQNT - EU27_2020 - 2019 - unit,IMPQNT - EU27_2020 - 2019 - amount,IMPQNT - EU27_2020 - 2019 - unit,PRODQNT - EU27_2020 - 2022 - amount,PRODQNT - EU27_2020 - 2022 - unit,EXPQNT - EU27_2020 - 2022 - amount,EXPQNT - EU27_2020 - 2022 - unit,IMPQNT - EU27_2020 - 2022 - amount,IMPQNT - EU27_2020 - 2022 - unit,PRODQNT - FR - 2019 - amount,PRODQNT - FR - 2019 - unit,EXPQNT - FR - 2019 - amount,EXPQNT - FR - 2019 - unit,IMPQNT - FR - 2019 - amount,IMPQNT - FR - 2019 - unit,PRODQNT - FR - 2022 - amount,PRODQNT - FR - 2022 - unit,EXPQNT - FR - 2022 - amount,EXPQNT - FR - 2022 - unit,IMPQNT - FR - 2022 - amount,IMPQNT - FR - 2022 - unit
A,20143330,Methacrylic acid and its salts,50000000,KG,7227203,KG,26974150,KG,70000000,KG,6493226,KG,19716963,KG,0,KG,0,KG,20947700,KG,0,KG,3144,KG,23094159,KG
A,20143340,Esters of methacrylic acid,201480335,KG,64551168,KG,251439108,KG,90000000,KG,39639277,KG,231638245,KG,:,KG,0,KG,59493900,KG,:,KG,3932417,KG,53797782,KG
A,20143350,"Oleic, linoleic or linolenic acids; their salts and esters",38060206,KG,11195657,KG,8278783,KG,113438200,KG,8398742,KG,6117666,KG,624986,KG,3439000,KG,5188900,KG,2352004,KG,2624368,KG,4171224,KG
A,20143363,Benzoic acid; its salts and esters,159495729,KG,94439919,KG,27637651,KG,160000000,KG,79330170,KG,18851124,KG,:,KG,11491900,KG,15632000,KG,:,KG,10100499,KG,14637989,KG
A,20143365,Benzoyl peroxide and benzoyl chloride,44433213,KG,21547696,KG,5185031,KG,60000000,KG,19296980,KG,5435333,KG,0,KG,0,KG,654900,KG,0,KG,138676,KG,900734,KG
A,20143367,Phenylacetic acid; its salts and esters,452889,KG,63489,KG,258239,KG,320000,KG,77139,KG,418278,KG,:,KG,0,KG,65800,KG,:,KG,5143,KG,46084,KG
A,20143370,"Aromatic monocarboxylic acids, (anhydrides), halides, peroxides, peroxyacids, derivatives excluding benzoic acid, phenylacetic acids their salts/esters, benzoyl peroxide, benzoyl chloride",200000000,KG,2637164,KG,16307198,KG,120000000,KG,2649216,KG,11264959,KG,151150,KG,234800,KG,604300,KG,:,KG,149826,KG,770559,KG
A,20143381,"Oxalic, azelaic, malonic, other, cyclanic, cylenic or cycloterpenic polycarboxylic acids, salts (excluding butanedioic acid having a bio-based carbon content of 100 % by mass)",197690655,KG,22275611,KG,88601174,KG,220000000,KG,28923362,KG,82016946,KG,50948743,KG,3472500,KG,20385100,KG,11040601,KG,9683231,KG,21099467,KG
A,20143382,"Ethane-1,2-dicarboxylic acid or butanedioic acid (succinic acid) having a bio-based carbon content of 100 % by mass",80000,KG,2336209,KG,327084,KG,200000,KG,846812,KG,474911,KG,0,KG,43400,KG,72000,KG,0,KG,272890,KG,30111,KG
A,20143383,"Oxalic, azelaic, malonic, other, cyclanic, cylenic or cycloterpenic polycarboxylic acids, salts",:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: 
A,20143385,Adipic acid; its salts and esters,400000000,KG,8614841,KG,67809488,KG,570940994,KG,19655724,KG,96714575,KG,N/A,N/A,0,KG,31223800,KG,N/A,N/A,117590400,KG,28013386,KG
A,20143387,Maleic anhydride,40000000,KG,2357403,KG,50567038,KG,40247192,KG,5613795,KG,58750649,KG,0,KG,0,KG,34245200,KG,0,KG,112998,KG,24450897,KG
A,20143410,Dibutyl and dioctyl orthophthalates,150000000,KG,:,KG,:,KG,30000000,KG,:,KG,:,KG,0,KG,:,KG,:,KG,0,KG,:,KG,:,KG
A,20143420,Other esters of orthophthalic acid,475430988,KG,:,KG,:,KG,530861746,KG,:,KG,:,KG,0,KG,:,KG,:,KG,:,KG,:,KG,:,KG
A,20143430,Phthalic anhydride; terephthalic acid and its salts,3205054549,KG,1043592979,KG,786875190,KG,2800000000,KG,567296099,KG,691283735,KG,0,KG,12200,KG,76134800,KG,:,KG,37355,KG,75268175,KG
A,20143440,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding esters of orthophthalic acid, phthalic anhydride, terephthalic acid and its salts)",320000000,KG,239796765,KG,192839291,KG,361963805,KG,132590108,KG,227000874,KG,:,KG,16904400,KG,31697900,KG,:,KG,19378747,KG,35307086,KG
A,20143473,Citric acid and its salts and esters,422900973,KG,69781204,KG,278729397,KG,500000000,KG,59140849,KG,337179497,KG,340611,KG,4548500,KG,57879500,KG,719571,KG,3435431,KG,58270296,KG
A,20143475,"Carboxylic acid with alcohol, phenol, aldehyde or ketone functions",414540872,KG,176964057,KG,165221215,KG,450000000,KG,141695276,KG,192698480,KG,:,KG,75018500,KG,46071600,KG,:,KG,73834500,KG,51763425,KG
A,201434Z1,Esters of orthophthalic acid,651912003,KG,223480994,KG,39438123,KG,400000000,KG,144677511,KG,45054162,KG,0,KG,1465900,KG,53977200,KG,:,KG,95740,KG,48961938,KG
A,20144113,Methylamine; di- or trimethylamine and their salts,113325732,KG,18891813,KG,8388095,KG,85145772,KG,15731873,KG,11592100,KG,:,KG,84200,KG,23824100,KG,:,KG,88198,KG,18968705,KG
A,20144119,Other acylic monoamines and their derivatives; salts thereof,159741746,KG,51177823,KG,42246780,KG,167217808,KG,46003190,KG,57828011,KG,:,KG,0,KG,3878700,KG,:,KG,8870838,KG,6592344,KG
A,20144123,Hexamethylenediamine and its salts; ethylenediamine and its salts,589609211,KG,58662623,KG,99459183,KG,400000000,KG,77147740,KG,43739559,KG,471684411,KG,105800,KG,3839300,KG,:,KG,250859617,KG,9107028,KG
A,20144129,Other acyclic polyamines and their derivatives; salts thereof,101317296,KG,55675874,KG,16948054,KG,90548058,KG,32475990,KG,17887484,KG,:,KG,2451900,KG,6147800,KG,:,KG,2241352,KG,4951211,KG
A,20144130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",80000000,KG,47583070,KG,5471621,KG,86733489,KG,38959997,KG,10927306,KG,95675,KG,186700,KG,6793100,KG,105320,KG,236579,KG,6100916,KG
A,20144151,Aniline and its salts (excluding derivatives),541632905,KG,47725553,KG,393559274,KG,484667201,KG,43389782,KG,397216957,KG,0,KG,0,KG,2589600,KG,0,KG,909,KG,2100585,KG
A,20144153,Aniline derivatives and their salts,6000000,KG,2457277,KG,15521675,KG,6300000,KG,2109822,KG,16647408,KG,:,KG,22700,KG,286100,KG,:,KG,28634,KG,196907,KG
A,20144159,Other aromatic monoamines and their derivatives; salts thereof,118288762,KG,79354797,KG,21986927,KG,81000000,KG,70097049,KG,20433842,KG,:,KG,83600,KG,7649100,KG,:,KG,113976,KG,6584045,KG
A,20144170,Aromatic polyamines and their derivatives; salts thereof,29918329,KG,52521836,KG,46602253,KG,40000000,KG,51379096,KG,52792908,KG,:,KG,374300,KG,5262600,KG,:,KG,480058,KG,4630946,KG
A,20144233,Monoethanolamine and its salts,130584083,KG,16812460,KG,53095570,KG,90000000,KG,8666447,KG,39400775,KG,:,KG,0,KG,11014800,KG,:,KG,8986322,KG,15410088,KG
A,20144235,Diethanolamine and its salts,44256214,KG,37247162,KG,14369175,KG,90000000,KG,54703382,KG,5091701,KG,:,KG,0,KG,1997200,KG,:,KG,8416796,KG,1463971,KG
A,20144237,Triethanolamine and its salts,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: 
A,20144238,"Amino-alcohols, their ethers and esters with only 1 oxygen function and their salts (excluding monoethanolamine and its salts, diethanolamine and its salts)",243118371,KG,79493017,KG,82756771,KG,240000000,KG,79784379,KG,81759935,KG,53419491,KG,98500,KG,37582200,KG,:,KG,20048547,KG,53673759,KG
A,20144239,"Amino-alcohols, their ethers and esters with only 1 oxygen function and their salts (excluding monoethanolamine and its salts, diethanolamine and its salts, triethanolamine and its salts)",:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: 
A,20144290,"Oxygen-function amino-compounds (excluding amino-alcohols, their esters and ethers and salts thereof, lysine and its salts and esters, glutamic acid its salts and esters)",273239320,KG,110926987,KG,312192600,KG,320000000,KG,120319846,KG,387929149,KG,24717075,KG,25400000,KG,58889700,KG,21181188,KG,26808378,KG,55351448,KG
A,20144310,Ureines and their derivatives; salts thereof,3710796,KG,3526694,KG,2788375,KG,8963044,KG,2509168,KG,1094634,KG,:,KG,4600,KG,306200,KG,0,KG,101809,KG,561378,KG
A,20144320,Saccharin and its salts,630000,KG,1242749,KG,3403122,KG,640000,KG,618172,KG,3114947,KG,:,KG,77800,KG,329600,KG,0,KG,45945,KG,277986,KG
A,20144330,"Imides and their derivatives, and salts thereof (excluding saccharin and its salts)",21000000,KG,6388437,KG,11189294,KG,60000000,KG,6160538,KG,6380661,KG,:,KG,228300,KG,1131000,KG,530972,KG,103196,KG,659028,KG
A,20144340,Imines and their derivatives; and salts thereof,21250892,KG,24783053,KG,23226777,KG,28000000,KG,19631437,KG,34834380,KG,12701760,KG,11022700,KG,2411400,KG,:,KG,8942858,KG,2480170,KG
A,20144350,Acrylonitrile,526728202,KG,22678442,KG,145465139,KG,600000000,KG,16819156,KG,105069102,KG,:,KG,0,KG,91185100,KG,0,KG,110588,KG,94319027,KG
A,20144360,1-Cyanoguanidine (dicyandiamide),12000000,KG,4985578,KG,4728240,KG,19334000,KG,5807382,KG,4127305,KG,0,KG,10900,KG,9179300,KG,0,KG,11041,KG,9102734,KG
A,20144370,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine (dicyandiamide))",300000000,KG,116751497,KG,52317267,KG,205101283,KG,45869829,KG,63494505,KG,:,KG,205590600,KG,70725800,KG,:,KG,87909828,KG,34439835,KG
A,20144420,"Diazo-, azo- or azoxy-compounds",2447684,KG,1766746,KG,19597510,KG,1665747,KG,1944142,KG,18230465,KG,:,KG,684800,KG,1949400,KG,:,KG,483138,KG,1152113,KG
A,20144430,Organic derivatives of hydrazine or of hydroxylamine,300000000,KG,5567311,KG,14745381,KG,180000000,KG,5665048,KG,23829766,KG,1234987,KG,1445500,KG,2831500,KG,:,KG,1984984,KG,3328027,KG
A,20144450,Isocyanates,1093665222,KG,369916565,KG,73260715,KG,930000000,KG,223460601,KG,119281862,KG,61015061,KG,0,KG,37896900,KG,:,KG,0,KG,32753062,KG
A,20144490,Compounds with other nitrogen function (excluding isocyanates),45145105,KG,6794392,KG,15639793,KG,36000000,KG,6659449,KG,12669232,KG,797080,KG,465400,KG,515800,KG,1154931,KG,973982,KG,993579,KG
A,20145133,"Thiocarbamates and dithiocarbamates; thiuram mono-, di- or tetrasulphides; methionine",539528958,KG,26862536,KG,47737974,KG,400000000,KG,68523438,KG,67642688,KG,N/A,N/A,1247300,KG,15578600,KG,N/A,N/A,70739636,KG,13871780,KG
A,20145139,Other organo-sulphur compounds,280000000,KG,111242987,KG,117335446,KG,326494816,KG,102732082,KG,117279136,KG,142572160,KG,67592200,KG,34559400,KG,180019824,KG,62098298,KG,32063922,KG
A,20145150,Organo-inorganic compounds (excluding organo-sulphur compounds),:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: 
A,20145151,Organo-inorganic compounds (excluding organo-sulphur compounds),178378695,KG,143033958,KG,291755530,KG,159473796,KG,121362635,KG,309499346,KG,:,KG,4100,KG,30753300,KG,:,KG,28021331,KG,36311576,KG
A,20145210,Heterocyclic compounds with oxygen only hetero-atom(s) (including coumarin; methylcoumarins and ethylcoumarins) (excluding other lactones),:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: ,:,: 
A,20145215,"Tetrahydrofuran, 2-Furaldehyde, Furfuryl alcohol, Tetrahydrofurfuryl alcohol and Piperonal",20890142,KG,20810472,KG,30448245,KG,24000000,KG,24646976,KG,30144995,KG,:,KG,621700,KG,3241800,KG,:,KG,770531,KG,2302282,KG
A,20145225,Heterocyclic compounds with oxygen only hetero-atom(s) (excluding other lactones),73763082,KG,20827015,KG,40825943,KG,84000000,KG,138270396,KG,37030169,KG,7163824,KG,11419900,KG,8120900,KG,:,KG,20578710,KG,9942247,KG
